Remanei_Gene,Latens_Gene,dN,dS,dN.dS,ENC,dS_corrected,dn.ds_corrected,cre1,cre2,cre3,cre4,clat1,clat2,clat3,clat4,ortho_names,C..remanei.Gene.name,C.latens.Gene.name,C..remanei.Gene.name_C.latens.Gene.name,chromosome,Module
KAF1745817.1,OZG22407.1,0.0165723529525493,0.153428801213026,0.108013311852314,56.4773341129599,0.180005975938264,0.0920655709687831,KAF1745817.1,GCK72_022264,KAF1745817.1,remanei_genome_00004059,OZG22407.1,FL83_03147,OZG22407.1,latens_genome_00018102,remanei_genome_00004059_latens_genome_00018102,remanei_genome_00004059,latens_genome_00018102,remanei_genome_00004059_latens_genome_00018102,X,blue
KAF1745818.1,OZG22406.1,0.0160998443390838,0.230764981838127,0.0697672766935551,60.0244022467715,0.236498023499109,0.0680760206824496,KAF1745818.1,GCK72_022265,KAF1745818.1,remanei_genome_00004060,OZG22406.1,FL83_03146,OZG22406.1,latens_genome_00018103,remanei_genome_00004060_latens_genome_00018103,remanei_genome_00004060,latens_genome_00018103,remanei_genome_00004060_latens_genome_00018103,X,blue
KAF1745819.1,OZG22408.1,0.00255302233444152,0.176262238430653,0.0144842273488202,55.110071154338,0.210874051896455,0.012106858627135,KAF1745819.1,GCK72_022266,KAF1745819.1,remanei_genome_00004061,OZG22408.1,FL83_03144,OZG22408.1,latens_genome_00018104,remanei_genome_00004061_latens_genome_00018104,remanei_genome_00004061,latens_genome_00018104,remanei_genome_00004061_latens_genome_00018104,X,blue
KAF1745820.1,OZG22410.1,0.00526883926834426,0.146891315985357,0.0358689636143603,53.4031251999232,0.19153389493552,0.0275086520331977,KAF1745820.1,GCK72_022267,KAF1745820.1,remanei_genome_00004062,OZG22410.1,FL83_03143,OZG22410.1,latens_genome_00018105,remanei_genome_00004062_latens_genome_00018105,remanei_genome_00004062,latens_genome_00018105,remanei_genome_00004062_latens_genome_00018105,X,yellow
KAF1745821.1,OZG22409.1,0.00383667329177578,0.297596251809563,0.0128922097252453,49.5076386944834,0.365130423479753,0.0105076790238722,KAF1745821.1,GCK72_022268,KAF1745821.1,remanei_genome_00004063,OZG22409.1,FL83_03142,OZG22409.1,latens_genome_00018106,remanei_genome_00004063_latens_genome_00018106,remanei_genome_00004063,latens_genome_00018106,remanei_genome_00004063_latens_genome_00018106,X,blue
KAF1745824.1,OZG22411.1,0.0466042038792281,0.273387505930791,0.170469399179589,55.2189656806981,0.307359407246109,0.151627712640372,KAF1745824.1,GCK72_022271,KAF1745824.1,remanei_genome_00004066,OZG22411.1,FL83_03140,OZG22411.1,latens_genome_00018108,remanei_genome_00004066_latens_genome_00018108,remanei_genome_00004066,latens_genome_00018108,remanei_genome_00004066_latens_genome_00018108,X,black
KAF1745825.1,OZG22508.1,0.00282093357192608,0.16012602310241,0.0176169589256703,58.3305107227856,0.175813116670604,0.016045068908091,KAF1745825.1,GCK72_022272,KAF1745825.1,remanei_genome_00004067,OZG22508.1,FL83_03139,OZG22508.1,latens_genome_00018109,remanei_genome_00004067_latens_genome_00018109,remanei_genome_00004067,latens_genome_00018109,remanei_genome_00004067_latens_genome_00018109,X,blue
KAF1745826.1,OZG22509.1,0.00302866772869707,0.173923261609003,0.0174138163042608,52.0411435945353,0.226569443744331,0.0133675030429731,KAF1745826.1,GCK72_022273,KAF1745826.1,remanei_genome_00004068,OZG22509.1,FL83_03138,OZG22509.1,latens_genome_00018110,remanei_genome_00004068_latens_genome_00018110,remanei_genome_00004068,latens_genome_00018110,remanei_genome_00004068_latens_genome_00018110,X,blue
KAF1745827.1,OZG22515.1,0.0350783369575501,0.261326770201601,0.13423170129294,46.1710459061766,0.348468229196709,0.10066437631463,KAF1745827.1,GCK72_022274,KAF1745827.1,remanei_genome_00004069,OZG22515.1,FL83_03137,OZG22515.1,latens_genome_00018111,remanei_genome_00004069_latens_genome_00018111,remanei_genome_00004069,latens_genome_00018111,remanei_genome_00004069_latens_genome_00018111,X,red
KAF1745828.1,OZG22516.1,0.000000000129212329326459,0.1360165375882,0.000000000949975139917608,49.4640216963155,0.203807021931104,0.000000000633993510636442,KAF1745828.1,GCK72_022275,KAF1745828.1,remanei_genome_00004070,OZG22516.1,FL83_03136,OZG22516.1,latens_genome_00018112,remanei_genome_00004070_latens_genome_00018112,remanei_genome_00004070,latens_genome_00018112,remanei_genome_00004070_latens_genome_00018112,X,pink
KAF1745829.1,OZG22517.1,0.014423050635588,0.175419762128158,0.0822202154455708,53.6849116210537,0.218406440081734,0.0660376618482059,KAF1745829.1,GCK72_022276,KAF1745829.1,remanei_genome_00004071,OZG22517.1,FL83_03135,OZG22517.1,latens_genome_00018113,remanei_genome_00004071_latens_genome_00018113,remanei_genome_00004071,latens_genome_00018113,remanei_genome_00004071_latens_genome_00018113,X,blue
KAF1745830.1,OZG22518.1,0.0220846796924533,0.080777336668074,0.273401929345634,58.1196279821274,0.0977036700087812,0.226037360627993,KAF1745830.1,GCK72_022277,KAF1745830.1,remanei_genome_00004072,OZG22518.1,FL83_03134,OZG22518.1,latens_genome_00018114,remanei_genome_00004072_latens_genome_00018114,remanei_genome_00004072,latens_genome_00018114,remanei_genome_00004072_latens_genome_00018114,X,blue
KAF1745831.1,OZG22511.1,0.012406164285001,0.110746806390056,0.112022772388631,48.5080249973897,0.184155147974395,0.0673680015001588,KAF1745831.1,GCK72_022278,KAF1745831.1,remanei_genome_00004073,OZG22511.1,FL83_03133,OZG22511.1,latens_genome_00018115,remanei_genome_00004073_latens_genome_00018115,remanei_genome_00004073,latens_genome_00018115,remanei_genome_00004073_latens_genome_00018115,X,green
KAF1745832.1,OZG22512.1,0.0111803139768532,0.145946454156742,0.0766055882717502,48.777674566266,0.217770216228554,0.0513399590195532,KAF1745832.1,GCK72_022279,KAF1745832.1,remanei_genome_00004074,OZG22512.1,FL83_03132,OZG22512.1,latens_genome_00018116,remanei_genome_00004074_latens_genome_00018116,remanei_genome_00004074,latens_genome_00018116,remanei_genome_00004074_latens_genome_00018116,X,red
KAF1745836.1,OZG22348.1,0.0355163858786885,0.268630978205947,0.132212547174882,48.824015495303,0.340182420588728,0.104403942500094,KAF1745836.1,GCK72_022283,KAF1745836.1,remanei_genome_00004076,OZG22348.1,FL83_03128,OZG22348.1,latens_genome_00018119,remanei_genome_00004076_latens_genome_00018119,remanei_genome_00004076,latens_genome_00018119,remanei_genome_00004076_latens_genome_00018119,X,blue
KAF1745837.1,OZG22342.1,0.0253285487844823,0.337701381950991,0.0750027987393848,46.847281240294,0.420868984579278,0.0601815522467212,KAF1745837.1,GCK72_022284,KAF1745837.1,remanei_genome_00004078,OZG22342.1,FL83_03125,OZG22342.1,latens_genome_00018122,remanei_genome_00004078_latens_genome_00018122,remanei_genome_00004078,latens_genome_00018122,remanei_genome_00004078_latens_genome_00018122,X,blue
KAF1745838.1,OZG22341.1,0.0171250869583163,0.109992332554521,0.155693461176739,61,0.109992332554521,0.155693461176739,KAF1745838.1,GCK72_022285,KAF1745838.1,remanei_genome_00004079,OZG22341.1,FL83_03124,OZG22341.1,latens_genome_00018123,remanei_genome_00004079_latens_genome_00018123,remanei_genome_00004079,latens_genome_00018123,remanei_genome_00004079_latens_genome_00018123,X,blue
KAF1745840.1,OZG22347.1,0.0112407520116822,0.288736822896996,0.0389307879019375,50.7772170317441,0.348810393642973,0.0322259663603595,KAF1745840.1,GCK72_022287,KAF1745840.1,remanei_genome_00004081,OZG22347.1,FL83_03122,OZG22347.1,latens_genome_00018125,remanei_genome_00004081_latens_genome_00018125,remanei_genome_00004081,latens_genome_00018125,remanei_genome_00004081_latens_genome_00018125,X,yellow
KAF1745842.1,OZG22451.1,0.000401287941109188,0.219155751874178,0.00183106278378482,44.0074462621095,0.319011474361667,0.00125791068146421,KAF1745842.1,GCK72_022289,KAF1745842.1,remanei_genome_00004083,OZG22451.1,FL83_03119,OZG22451.1,latens_genome_00018128,remanei_genome_00004083_latens_genome_00018128,remanei_genome_00004083,latens_genome_00018128,remanei_genome_00004083_latens_genome_00018128,X,red
KAF1745843.1,OZG22452.1,0.0188878044879888,0.222212430177621,0.084998865603023,55.7976191182299,0.25278390928649,0.0747191723607,KAF1745843.1,GCK72_022290,KAF1745843.1,remanei_genome_00004084,OZG22452.1,FL83_03118,OZG22452.1,latens_genome_00018129,remanei_genome_00004084_latens_genome_00018129,remanei_genome_00004084,latens_genome_00018129,remanei_genome_00004084_latens_genome_00018129,X,purple
KAF1745844.1,OZG22449.1,0.0107342824089002,0.25453340018127,0.0421723923117975,51.390165684226,0.311005014947857,0.0345148209610057,KAF1745844.1,GCK72_022291,KAF1745844.1,remanei_genome_00004085,OZG22449.1,FL83_03117,OZG22449.1,latens_genome_00018130,remanei_genome_00004085_latens_genome_00018130,remanei_genome_00004085,latens_genome_00018130,remanei_genome_00004085_latens_genome_00018130,X,pink
KAF1745845.1,OZG22450.1,0.0107005501536014,0.200662678411434,0.0533260606223006,53.8246315272647,0.242828300719355,0.0440663222610465,KAF1745845.1,GCK72_022292,KAF1745845.1,remanei_genome_00004086,OZG22450.1,FL83_03116,OZG22450.1,latens_genome_00018131,remanei_genome_00004086_latens_genome_00018131,remanei_genome_00004086,latens_genome_00018131,remanei_genome_00004086_latens_genome_00018131,X,blue
KAF1745846.1,OZG22447.1,0.0453811354740641,0.226645836789912,0.200229292171512,58.6548511920059,0.240426963051161,0.188752271784123,KAF1745846.1,GCK72_022293,KAF1745846.1,remanei_genome_00004087,OZG22447.1,FL83_03115,OZG22447.1,latens_genome_00018132,remanei_genome_00004087_latens_genome_00018132,remanei_genome_00004087,latens_genome_00018132,remanei_genome_00004087_latens_genome_00018132,X,blue
KAF1745849.1,OZG22446.1,0.0603998072732453,0.396819518043772,0.152209769244725,53.142131850575,0.442995808751779,0.136343970033109,KAF1745849.1,GCK72_022296,KAF1745849.1,remanei_genome_00004089,OZG22446.1,FL83_03112,OZG22446.1,latens_genome_00018135,remanei_genome_00004089_latens_genome_00018135,remanei_genome_00004089,latens_genome_00018135,remanei_genome_00004089_latens_genome_00018135,X,blue
KAF1745850.1,OZG22443.1,0.000000000129065757250406,0.189302619096358,0.000000000681795940629378,37.1431700837751,0.329495848689259,0.000000000391706777987741,KAF1745850.1,GCK72_022297,KAF1745850.1,remanei_genome_00004090,OZG22443.1,FL83_03111,OZG22443.1,latens_genome_00018136,remanei_genome_00004090_latens_genome_00018136,remanei_genome_00004090,latens_genome_00018136,remanei_genome_00004090_latens_genome_00018136,X,blue
KAF1745851.1,OZG22576.1,0.00335256731147604,0.197968100108299,0.0169348865278901,53.3395906120407,0.242984036252079,0.0137974797159019,KAF1745851.1,GCK72_022298,KAF1745851.1,remanei_genome_00004091,OZG22576.1,FL83_03109,OZG22576.1,latens_genome_00018137,remanei_genome_00004091_latens_genome_00018137,remanei_genome_00004091,latens_genome_00018137,remanei_genome_00004091_latens_genome_00018137,X,yellow
KAF1745852.1,OZG22575.1,0.0235178662214377,0.205514676998196,0.114433998412893,48.8846594721704,0.276709748689555,0.0849911010826827,KAF1745852.1,GCK72_022299,KAF1745852.1,remanei_genome_00004092,OZG22575.1,FL83_03108,OZG22575.1,latens_genome_00018138,remanei_genome_00004092_latens_genome_00018138,remanei_genome_00004092,latens_genome_00018138,remanei_genome_00004092_latens_genome_00018138,X,blue
KAF1745853.1,OZG22572.1,0.14644172476194,0.409872980179033,0.35728562711788,52.9927964721833,0.456926831278036,0.320492723862021,KAF1745853.1,GCK72_022300,KAF1745853.1,remanei_genome_00004093,OZG22572.1,FL83_03107,OZG22572.1,latens_genome_00018139,remanei_genome_00004093_latens_genome_00018139,remanei_genome_00004093,latens_genome_00018139,remanei_genome_00004093_latens_genome_00018139,X,blue
KAF1745876.1,OZG22352.1,0.0905829525626064,0.312446777026418,0.289914824613305,53.750081540508,0.355050487858515,0.255126962672145,KAF1745876.1,GCK72_022323,KAF1745876.1,remanei_genome_00004114,OZG22352.1,FL83_03081,OZG22352.1,latens_genome_00018166,remanei_genome_00004114_latens_genome_00018166,remanei_genome_00004114,latens_genome_00018166,remanei_genome_00004114_latens_genome_00018166,X,grey
KAF1745886.1,OZG22425.1,0.119236728928194,0.340689156408441,0.349986862467806,49.8982283439599,0.405928051438861,0.293738578808597,KAF1745886.1,GCK72_022333,KAF1745886.1,remanei_genome_00004126,OZG22425.1,FL83_03064,OZG22425.1,latens_genome_00018183,remanei_genome_00004126_latens_genome_00018183,remanei_genome_00004126,latens_genome_00018183,remanei_genome_00004126_latens_genome_00018183,X,blue
KAF1745887.1,OZG22428.1,0.0976521054262602,0.372857571106483,0.261901897650811,54.2238034444103,0.412677483593613,0.236630563353982,KAF1745887.1,GCK72_022334,KAF1745887.1,remanei_genome_00004127,OZG22428.1,FL83_03061,OZG22428.1,latens_genome_00018187,remanei_genome_00004127_latens_genome_00018187,remanei_genome_00004127,latens_genome_00018187,remanei_genome_00004127_latens_genome_00018187,X,blue
KAF1745888.1,OZG22330.1,0.0185926434648642,0.461571464406275,0.0402811804858435,49.43490450302,0.529533054188548,0.0351113935528641,KAF1745888.1,GCK72_022335,KAF1745888.1,remanei_genome_00004128,OZG22330.1,FL83_03059,OZG22330.1,latens_genome_00018189,remanei_genome_00004128_latens_genome_00018189,remanei_genome_00004128,latens_genome_00018189,remanei_genome_00004128_latens_genome_00018189,X,red
KAF1745900.1,OZF85524.1,0.0507173474477459,0.410325936560979,0.123602587427979,55.2017436839753,0.444399041906719,0.114125690348342,KAF1745900.1,GCK72_022347,KAF1745900.1,remanei_genome_00004137,OZF85524.1,FL83_23397,OZF85524.1,latens_genome_00018204,remanei_genome_00004137_latens_genome_00018204,remanei_genome_00004137,latens_genome_00018204,remanei_genome_00004137_latens_genome_00018204,X,blue
KAF1745901.1,OZG04728.1,0.208894018261132,0.792104477991245,0.263720284464093,51.3967554208198,0.848537368566122,0.246181283228723,KAF1745901.1,GCK72_022348,KAF1745901.1,remanei_genome_00004138,OZG04728.1,FL83_17726,OZG04728.1,latens_genome_00018206,remanei_genome_00004138_latens_genome_00018206,remanei_genome_00004138,latens_genome_00018206,remanei_genome_00004138_latens_genome_00018206,X,pink
KAF1745907.1,OZG09792.1,0.160093731094864,0.31451935498168,0.509010744677983,51.7779690505881,0.368712066534042,0.434197157146966,KAF1745907.1,GCK72_022354,KAF1745907.1,remanei_genome_00004144,OZG09792.1,FL83_15594,OZG09792.1,latens_genome_00018214,remanei_genome_00004144_latens_genome_00018214,remanei_genome_00004144,latens_genome_00018214,remanei_genome_00004144_latens_genome_00018214,X,black
KAF1745908.1,OZG04748.1,0.0548482820241604,0.621474599659076,0.0882550663442216,52.5875340223259,0.670909951228919,0.0817520770465451,KAF1745908.1,GCK72_022355,KAF1745908.1,remanei_genome_00004145,OZG04748.1,FL83_17732,OZG04748.1,latens_genome_00018215,remanei_genome_00004145_latens_genome_00018215,remanei_genome_00004145,latens_genome_00018215,remanei_genome_00004145_latens_genome_00018215,X,blue
KAF1745909.1,OZG04749.1,0.243742431098289,0.461465206880666,0.528192434584392,61,0.461465206880666,0.528192434584392,KAF1745909.1,GCK72_022356,KAF1745909.1,remanei_genome_00004146,OZG04749.1,FL83_17733,OZG04749.1,latens_genome_00018216,remanei_genome_00004146_latens_genome_00018216,remanei_genome_00004146,latens_genome_00018216,remanei_genome_00004146_latens_genome_00018216,X,blue
KAF1745911.1,OZG09788.1,0.0285523287708312,0.167686640705763,0.170271934905843,50.1381896652476,0.231515417429316,0.123327980001801,KAF1745911.1,GCK72_022358,KAF1745911.1,remanei_genome_00004148,OZG09788.1,FL83_15598,OZG09788.1,latens_genome_00018221,remanei_genome_00004148_latens_genome_00018221,remanei_genome_00004148,latens_genome_00018221,remanei_genome_00004148_latens_genome_00018221,X,brown
KAF1745912.1,OZG04741.1,0.166773610323701,0.299068320254964,0.557643852687312,51.091448288095,0.357295329876871,0.466766835102976,KAF1745912.1,GCK72_022359,KAF1745912.1,remanei_genome_00004151,OZG04741.1,FL83_17739,OZG04741.1,latens_genome_00018224,remanei_genome_00004151_latens_genome_00018224,remanei_genome_00004151,latens_genome_00018224,remanei_genome_00004151_latens_genome_00018224,X,blue
KAF1745958.1,OZG10174.1,0.289994689127383,0.669139690032932,0.433384379146768,61,0.669139690032932,0.433384379146768,KAF1745958.1,GCK72_022406,KAF1745958.1,remanei_genome_00004180,OZG10174.1,FL83_15339,OZG10174.1,latens_genome_00019537,remanei_genome_00004180_latens_genome_00019537,remanei_genome_00004180,latens_genome_00019537,remanei_genome_00004180_latens_genome_00019537,X,green
KAF1745972.1,OZG10143.1,0.096290116160866,0.434805381973976,0.221455667645414,52.0152520999829,0.487603713923552,0.197476174629717,KAF1745972.1,GCK72_022422,KAF1745972.1,remanei_genome_00004201,OZG10143.1,FL83_15349,OZG10143.1,latens_genome_00019528,remanei_genome_00004201_latens_genome_00019528,remanei_genome_00004201,latens_genome_00019528,remanei_genome_00004201_latens_genome_00019528,X,blue
KAF1745995.1,OZF87143.1,0.124347550105831,0.38397550784938,0.323842400267385,51.9170036782857,0.437351190754155,0.284319678863592,KAF1745995.1,GCK72_022446,KAF1745995.1,remanei_genome_00004232,OZF87143.1,FL83_23095,OZF87143.1,latens_genome_00019340,remanei_genome_00004232_latens_genome_00019340,remanei_genome_00004232,latens_genome_00019340,remanei_genome_00004232_latens_genome_00019340,X,blue
KAF1746025.1,OZG13023.1,0.110347704254167,0.763229611911527,0.144579956715514,51.5014924400701,0.819047021677002,0.134726946480105,KAF1746025.1,GCK72_022476,KAF1746025.1,remanei_genome_00004259,OZG13023.1,FL83_12551,OZG13023.1,latens_genome_00019394,remanei_genome_00004259_latens_genome_00019394,remanei_genome_00004259,latens_genome_00019394,remanei_genome_00004259_latens_genome_00019394,X,black
KAF1746026.1,OZG13046.1,0.263880897651984,0.347274975028528,0.759861540931091,58.5186845902423,0.361856276155045,0.729242284964317,KAF1746026.1,GCK72_022477,KAF1746026.1,remanei_genome_00004260,OZG13046.1,FL83_12549,OZG13046.1,latens_genome_00019397,remanei_genome_00004260_latens_genome_00019397,remanei_genome_00004260,latens_genome_00019397,remanei_genome_00004260_latens_genome_00019397,X,yellow
KAF1746045.1,OZG13071.1,0.441947849267995,0.393259927822411,1.12380595631796,53.7378996522755,0.435935224789793,1.01379247222131,KAF1746045.1,GCK72_022496,KAF1746045.1,remanei_genome_00004274,OZG13071.1,FL83_12526,OZG13071.1,latens_genome_00019420,remanei_genome_00004274_latens_genome_00019420,remanei_genome_00004274,latens_genome_00019420,remanei_genome_00004274_latens_genome_00019420,X,blue
